soil type;rootzone thickness (cm);groundwater level (meter below surface);root zone soil moisture storage in equilibrium conditions (mm);potential capillary rise (mm/day);storage coefficient (m/m)
24;90;0.8;519.3;5;0.01
24;90;0.9;511.5;5;0.01
24;90;1;503.2;5;0.017
24;90;1.1;495.1;5;0.03
24;90;1.2;487.4;5;0.043
24;90;1.3;480;4.573;0.056
24;90;1.4;473.2;3.292;0.068
24;90;1.5;466.7;2.492;0.08
24;90;1.6;460.6;1.956;0.09
24;90;1.7;454.9;1.576;0.1
24;90;1.8;449.5;1.298;0.11
24;90;1.9;444.4;1.086;0.119
24;90;2;439.6;0.921;0.127
24;90;2.1;435.1;0.791;0.135
24;90;2.2;430.8;0.685;0.143
24;90;2.3;426.7;0.599;0.15
24;90;2.4;422.8;0.528;0.156
24;90;2.5;419.1;0.468;0.163
24;90;3;402.9;0.276;0.19
24;90;4;378.5;0.122;0.23
24;90;5;360.6;0.064;0.259
24;90;10;311.7;0.004;0.334
24;100;0;615.2;5;0.01
24;100;0.1;614.7;5;0.01
24;100;0.2;613.3;5;0.01
24;100;0.3;611.2;5;0.01
24;100;0.4;608.4;5;0.01
24;100;0.5;604.9;5;0.01
24;100;0.6;600.4;5;0.01
24;100;0.7;594.8;5;0.01
24;100;0.8;588.1;5;0.01
24;100;0.9;580.3;5;0.01
24;100;1;571.5;5;0.01
24;100;1.1;562.2;5;0.017
24;100;1.2;553.2;5;0.03
24;100;1.3;544.5;5;0.043
24;100;1.4;536.4;4.573;0.056
24;100;1.5;528.7;3.292;0.068
24;100;1.6;521.5;2.492;0.08
24;100;1.7;514.7;1.956;0.09
24;100;1.8;508.3;1.576;0.1
24;100;1.9;502.2;1.298;0.11
24;100;2;496.6;1.086;0.119
24;100;2.1;491.2;0.921;0.127
24;100;2.2;486.1;0.791;0.135
24;100;2.3;481.3;0.685;0.143
24;100;2.4;476.7;0.599;0.15
24;100;2.5;472.3;0.528;0.156
24;100;3;453.2;0.304;0.185
24;100;4;424.6;0.131;0.227
24;100;5;403.8;0.068;0.257
24;100;10;347.1;0.005;0.333
25;10;0;48;5;0.01
25;10;0.1;47.5;5;0.01
25;10;0.2;46.7;5;0.013
25;10;0.3;45.9;3.575;0.021
25;10;0.4;45.2;1.846;0.029
25;10;0.5;44.6;1.305;0.04
25;10;0.6;44.1;1.05;0.053
25;10;0.7;43.6;0.878;0.062
25;10;0.8;43.2;0.755;0.071
25;10;0.9;42.8;0.666;0.085
25;10;1;42.4;0.596;0.111
25;10;1.1;42.1;0.54;0.127
25;10;1.2;41.8;0.491;0.148
25;10;1.3;41.5;0.451;0.165
25;10;1.4;41.2;0.415;0.182
25;10;1.5;40.9;0.384;0.195
25;10;1.6;40.7;0.355;0.206
25;10;1.7;40.5;0.329;0.211
25;10;1.8;40.3;0.305;0.223
25;10;1.9;40.1;0.282;0.229
25;10;2;39.9;0.26;0.235
25;10;2.1;39.7;0.238;0.24
25;10;2.2;39.5;0.217;0.244
25;10;2.3;39.3;0.196;0.247
25;10;2.4;39.2;0.176;0.251
25;10;2.5;39;0.155;0.253
25;10;3;38.3;0.075;0.264
25;10;4;37.2;0.019;0.274
25;10;5;36.4;0.007;0.28
25;10;10;33.9;0;0.288
25;20;0;96;5;0.01
25;20;0.1;95.5;5;0.01
25;20;0.2;94.1;5;0.01
25;20;0.3;92.5;5;0.014
25;20;0.4;91.1;3.476;0.023
25;20;0.5;89.8;2.221;0.034
25;20;0.6;88.7;1.719;0.047
25;20;0.7;87.7;1.399;0.058
25;20;0.8;86.8;1.176;0.067
25;20;0.9;85.9;1.024;0.081
25;20;1;85.2;0.908;0.107
25;20;1.1;84.5;0.814;0.124
25;20;1.2;83.8;0.737;0.145
25;20;1.3;83.2;0.671;0.163
25;20;1.4;82.7;0.613;0.179
25;20;1.5;82.1;0.562;0.192
25;20;1.6;81.7;0.515;0.203
25;20;1.7;81.2;0.472;0.209
25;20;1.8;80.7;0.432;0.221
25;20;1.9;80.3;0.393;0.227
25;20;2;79.9;0.356;0.233
25;20;2.1;79.6;0.319;0.238
25;20;2.2;79.2;0.283;0.242
25;20;2.3;78.9;0.248;0.246
25;20;2.4;78.5;0.214;0.249
25;20;2.5;78.2;0.183;0.252
25;20;3;76.8;0.079;0.262
25;20;4;74.6;0.019;0.273
25;20;5;72.9;0.007;0.279
25;20;10;67.8;0;0.288
25;30;0;144;5;0.01
25;30;0.1;143.5;5;0.01
25;30;0.2;142.1;5;0.01
25;30;0.3;140;5;0.01
25;30;0.4;137.8;5;0.015
25;30;0.5;135.7;5;0.027
25;30;0.6;133.9;4.004;0.04
25;30;0.7;132.3;3.012;0.052
25;30;0.8;130.8;2.38;0.062
25;30;0.9;129.5;2.005;0.077
25;30;1;128.3;1.735;0.103
25;30;1.1;127.2;1.523;0.12
25;30;1.2;126.2;1.35;0.141
25;30;1.3;125.3;1.205;0.16
25;30;1.4;124.4;1.08;0.176
25;30;1.5;123.6;0.969;0.189
25;30;1.6;122.9;0.869;0.201
25;30;1.7;122.1;0.775;0.207
25;30;1.8;121.5;0.686;0.218
25;30;1.9;120.8;0.601;0.225
25;30;2;120.2;0.519;0.231
25;30;2.1;119.6;0.442;0.236
25;30;2.2;119.1;0.37;0.24
25;30;2.3;118.5;0.306;0.244
25;30;2.4;118;0.251;0.247
25;30;2.5;117.5;0.206;0.25
25;30;3;115.4;0.081;0.261
25;30;4;112;0.019;0.272
25;30;5;109.4;0.007;0.278
25;30;10;101.8;0;0.287
25;40;0;202.4;5;0.01
25;40;0.1;201.9;5;0.01
25;40;0.2;200.5;5;0.01
25;40;0.3;198.4;5;0.01
25;40;0.4;195.6;5;0.01
25;40;0.5;192.7;5;0.017
25;40;0.6;189.8;5;0.03
25;40;0.7;187.2;5;0.043
25;40;0.8;184.8;4.7;0.053
25;40;0.9;182.6;3.749;0.069
25;40;1;180.6;3.132;0.095
25;40;1.1;178.8;2.673;0.113
25;40;1.2;177.1;2.312;0.135
25;40;1.3;175.5;2.016;0.154
25;40;1.4;174;1.764;0.17
25;40;1.5;172.6;1.541;0.184
25;40;1.6;171.3;1.338;0.196
25;40;1.7;170.1;1.15;0.203
25;40;1.8;168.9;0.972;0.214
25;40;1.9;167.8;0.808;0.221
25;40;2;166.8;0.658;0.227
25;40;2.1;165.8;0.528;0.232
25;40;2.2;164.8;0.421;0.236
25;40;2.3;163.9;0.336;0.24
25;40;2.4;163.1;0.269;0.244
25;40;2.5;162.2;0.217;0.247
25;40;3;158.6;0.083;0.258
25;40;4;152.9;0.02;0.27
25;40;5;148.6;0.007;0.277
25;40;10;136.2;0;0.287
25;50;0;271.2;5;0.01
25;50;0.1;270.7;5;0.01
25;50;0.2;269.3;5;0.01
25;50;0.3;267.2;5;0.01
25;50;0.4;264.4;5;0.01
25;50;0.5;260.9;5;0.01
25;50;0.6;256.9;5;0.017
25;50;0.7;253;5;0.03
25;50;0.8;249.3;5;0.041
25;50;0.9;245.9;5;0.056
25;50;1;242.6;4.631;0.082
25;50;1.1;239.6;3.907;0.103
25;50;1.2;236.8;3.341;0.125
25;50;1.3;234.2;2.876;0.145
25;50;1.4;231.8;2.475;0.161
25;50;1.5;229.5;2.116;0.176
25;50;1.6;227.4;1.783;0.188
25;50;1.7;225.3;1.474;0.196
25;50;1.8;223.4;1.191;0.207
25;50;1.9;221.6;0.94;0.214
25;50;2;219.9;0.733;0.22
25;50;2.1;218.3;0.569;0.226
25;50;2.2;216.8;0.443;0.231
25;50;2.3;215.3;0.348;0.235
25;50;2.4;213.9;0.276;0.239
25;50;2.5;212.5;0.221;0.242
25;50;3;206.6;0.083;0.254
25;50;4;197.4;0.02;0.268
25;50;5;190.5;0.007;0.274
25;50;10;171.1;0;0.286
25;60;0;340;5;0.01
25;60;0.1;339.5;5;0.01
25;60;0.2;338.1;5;0.01
25;60;0.3;336;5;0.01
25;60;0.4;333.2;5;0.01
25;60;0.5;329.7;5;0.01
25;60;0.6;325.2;5;0.01
25;60;0.7;320.1;5;0.017
25;60;0.8;315.1;5;0.027
25;60;0.9;310.3;5;0.044
25;60;1;305.8;5;0.069
25;60;1.1;301.6;5;0.091
25;60;1.2;297.7;5;0.114
25;60;1.3;294;4.692;0.135
25;60;1.4;290.6;3.888;0.152
25;60;1.5;287.3;3.148;0.167
25;60;1.6;284.3;2.471;0.179
25;60;1.7;281.4;1.882;0.189
25;60;1.8;278.7;1.406;0.199
25;60;1.9;276.2;1.047;0.207
25;60;2;273.8;0.785;0.214
25;60;2.1;271.5;0.595;0.22
25;60;2.2;269.3;0.457;0.225
25;60;2.3;267.2;0.356;0.229
25;60;2.4;265.2;0.281;0.233
25;60;2.5;263.3;0.224;0.237
25;60;3;255;0.084;0.25
25;60;4;242.2;0.02;0.265
25;60;5;232.7;0.007;0.272
25;60;10;206.1;0;0.285
25;70;0;408.8;5;0.01
25;70;0.1;408.3;5;0.01
25;70;0.2;406.9;5;0.01
25;70;0.3;404.8;5;0.01
25;70;0.4;402;5;0.01
25;70;0.5;398.5;5;0.01
25;70;0.6;394;5;0.01
25;70;0.7;388.4;5;0.01
25;70;0.8;382.2;5;0.014
25;70;0.9;376.1;5;0.03
25;70;1;370.3;5;0.055
25;70;1.1;364.8;5;0.079
25;70;1.2;359.7;5;0.103
25;70;1.3;354.8;5;0.124
25;70;1.4;350.3;5;0.142
25;70;1.5;346.1;4.556;0.157
25;70;1.6;342.1;3.094;0.171
25;70;1.7;338.3;2.142;0.181
25;70;1.8;334.8;1.516;0.191
25;70;1.9;331.5;1.097;0.2
25;70;2;328.3;0.809;0.207
25;70;2.1;325.3;0.608;0.213
25;70;2.2;322.4;0.465;0.218
25;70;2.3;319.7;0.361;0.223
25;70;2.4;317.1;0.284;0.228
25;70;2.5;314.7;0.226;0.231
25;70;3;303.8;0.085;0.246
25;70;4;287.3;0.02;0.261
25;70;5;275.1;0.007;0.27
25;70;10;241.2;0;0.284
25;80;0;458.4;5;0.01
25;80;0.1;457.9;5;0.01
25;80;0.2;456.5;5;0.01
25;80;0.3;454.4;5;0.01
25;80;0.4;451.6;5;0.01
25;80;0.5;448.1;5;0.01
25;80;0.6;443.6;5;0.01
25;80;0.7;438;5;0.01
25;80;0.8;431.3;5;0.01
25;80;0.9;424.2;5;0.014
25;80;1;416.8;5;0.035
25;80;1.1;409.4;5;0.06
25;80;1.2;402.4;5;0.085
25;80;1.3;395.8;5;0.108
25;80;1.4;389.6;5;0.128
25;80;1.5;384;5;0.145
25;80;1.6;378.7;3.852;0.159
25;80;1.7;373.9;2.61;0.172
25;80;1.8;369.3;1.817;0.182
25;80;1.9;365.1;1.297;0.192
25;80;2;361.2;0.946;0.199
25;80;2.1;357.4;0.704;0.206
25;80;2.2;353.9;0.533;0.212
25;80;2.3;350.6;0.411;0.218
25;80;2.4;347.5;0.321;0.222
25;80;2.5;344.5;0.254;0.227
25;80;3;331.5;0.093;0.242
25;80;4;312.2;0.021;0.259
25;80;5;298.2;0.007;0.268
25;80;10;259.8;0;0.283
25;90;0;488.8;5;0.01
25;90;0.1;488.3;5;0.01
25;90;0.2;486.9;5;0.01
25;90;0.3;484.8;5;0.01
25;90;0.4;482;5;0.01
25;90;0.5;478.5;5;0.01
25;90;0.6;474;5;0.01
25;90;0.7;468.4;5;0.01
25;90;0.8;461.7;5;0.01
25;90;0.9;454.2;5;0.01
25;90;1;445.8;5;0.014
25;90;1.1;436.3;5;0.035
25;90;1.2;426.8;5;0.06
25;90;1.3;417.7;5;0.085
25;90;1.4;409.2;5;0.108
25;90;1.5;401.6;5;0.128
25;90;1.6;394.6;5;0.145
25;90;1.7;388.3;3.852;0.159
25;90;1.8;382.6;2.61;0.172
25;90;1.9;377.3;1.817;0.182
25;90;2;372.4;1.297;0.192
25;90;2.1;367.9;0.946;0.199
25;90;2.2;363.7;0.704;0.206
25;90;2.3;359.8;0.533;0.212
25;90;2.4;356.1;0.411;0.218
25;90;2.5;352.6;0.321;0.222
25;90;3;337.9;0.111;0.24
25;90;4;316.8;0.024;0.258
25;90;5;301.8;0.008;0.268
25;90;10;261.9;0;0.283
25;100;0;519.2;5;0.01
25;100;0.1;518.7;5;0.01
25;100;0.2;517.3;5;0.01
25;100;0.3;515.2;5;0.01
25;100;0.4;512.4;5;0.01
25;100;0.5;508.9;5;0.01
25;100;0.6;504.4;5;0.01
25;100;0.7;498.8;5;0.01
25;100;0.8;492.1;5;0.01
25;100;0.9;484.6;5;0.01
25;100;1;475.7;5;0.01
25;100;1.1;465.3;5;0.014
25;100;1.2;453.6;5;0.035
25;100;1.3;442;5;0.06
25;100;1.4;431.1;5;0.085
25;100;1.5;421.2;5;0.108
25;100;1.6;412.3;5;0.128
25;100;1.7;404.2;5;0.145
25;100;1.8;397;3.852;0.159
25;100;1.9;390.5;2.61;0.172
25;100;2;384.6;1.817;0.182
25;100;2.1;379.1;1.297;0.192
25;100;2.2;374.2;0.946;0.199
25;100;2.3;369.6;0.704;0.206
25;100;2.4;365.3;0.533;0.212
25;100;2.5;361.3;0.411;0.218
25;100;3;344.7;0.135;0.237
25;100;4;321.5;0.027;0.257
25;100;5;305.6;0.009;0.267
25;100;10;264;0;0.283
26;10;0;34.4;5;0.01
26;10;0.1;33.8;5;0.01
26;10;0.2;32.4;5;0.02
26;10;0.3;30.5;5;0.036
26;10;0.4;28.6;5;0.049
26;10;0.5;26.9;4.423;0.063
26;10;0.6;25.4;2.984;0.071
26;10;0.7;24.1;2.174;0.083
26;10;0.8;22.9;1.693;0.093
26;10;0.9;21.8;1.409;0.108
26;10;1;20.9;1.205;0.137
26;10;1.1;20;1.045;0.15
26;10;1.2;19.3;0.916;0.169
26;10;1.3;18.6;0.809;0.188
26;10;1.4;18;0.719;0.203
26;10;1.5;17.4;0.641;0.215
26;10;1.6;16.9;0.573;0.225
26;10;1.7;16.4;0.512;0.228
26;10;1.8;16;0.456;0.24
26;10;1.9;15.6;0.405;0.246
26;10;2;15.2;0.359;0.251
26;10;2.1;14.8;0.315;0.255
26;10;2.2;14.5;0.275;0.258
26;10;2.3;14.2;0.238;0.261
26;10;2.4;13.9;0.204;0.264
26;10;2.5;13.6;0.174;0.266
26;10;3;12.4;0.076;0.273
26;10;4;10.8;0.019;0.281
26;10;5;9.7;0.007;0.284
26;10;10;6.9;0;0.289
26;20;0;68.8;5;0.01
26;20;0.1;68.2;5;0.01
26;20;0.2;66.2;5;0.01
26;20;0.3;62.9;5;0.018
26;20;0.4;59.1;5;0.03
26;20;0.5;55.6;5;0.044
26;20;0.6;52.4;3.599;0.056
26;20;0.7;49.5;2.579;0.069
26;20;0.8;46.9;1.991;0.081
26;20;0.9;44.7;1.655;0.098
26;20;1;42.7;1.416;0.127
26;20;1.1;40.9;1.228;0.142
26;20;1.2;39.3;1.076;0.163
26;20;1.3;37.9;0.951;0.181
26;20;1.4;36.6;0.844;0.197
26;20;1.5;35.4;0.752;0.209
26;20;1.6;34.3;0.67;0.22
26;20;1.7;33.3;0.596;0.224
26;20;1.8;32.4;0.53;0.236
26;20;1.9;31.5;0.467;0.242
26;20;2;30.7;0.41;0.247
26;20;2.1;30;0.356;0.251
26;20;2.2;29.3;0.307;0.255
26;20;2.3;28.7;0.261;0.258
26;20;2.4;28.1;0.221;0.261
26;20;2.5;27.5;0.186;0.263
26;20;3;25.1;0.078;0.271
26;20;4;21.7;0.019;0.279
26;20;5;19.4;0.007;0.283
26;20;10;13.9;0;0.289
26;30;0;121.6;5;0.01
26;30;0.1;121;5;0.01
26;30;0.2;119;5;0.01
26;30;0.3;115.1;5;0.01
26;30;0.4;110.1;5;0.015
26;30;0.5;105;5;0.027
26;30;0.6;100.2;5;0.041
26;30;0.7;95.8;3.444;0.055
26;30;0.8;91.8;2.58;0.068
26;30;0.9;88.2;2.125;0.085
26;30;1;85;1.807;0.115
26;30;1.1;82.1;1.56;0.132
26;30;1.2;79.4;1.362;0.154
26;30;1.3;77;1.198;0.173
26;30;1.4;74.8;1.058;0.188
26;30;1.5;72.8;0.937;0.202
26;30;1.6;70.9;0.829;0.213
26;30;1.7;69.2;0.731;0.217
26;30;1.8;67.6;0.641;0.229
26;30;1.9;66.1;0.558;0.236
26;30;2;64.7;0.481;0.241
26;30;2.1;63.4;0.41;0.246
26;30;2.2;62.1;0.345;0.25
26;30;2.3;61;0.288;0.253
26;30;2.4;59.9;0.239;0.256
26;30;2.5;58.8;0.198;0.259
26;30;3;54.4;0.08;0.268
26;30;4;48;0.019;0.277
26;30;5;43.6;0.007;0.281
26;30;10;32.4;0;0.288
26;40;0;192.8;5;0.01
26;40;0.1;192.2;5;0.01
26;40;0.2;190.2;5;0.01
26;40;0.3;186.3;5;0.01
26;40;0.4;180.8;5;0.01
26;40;0.5;174.7;5;0.015
26;40;0.6;168.6;5;0.027
26;40;0.7;162.9;5;0.041
26;40;0.8;157.5;3.608;0.054
26;40;0.9;152.5;2.926;0.072
26;40;1;148;2.465;0.1
26;40;1.1;143.8;2.112;0.12
26;40;1.2;139.9;1.83;0.142
26;40;1.3;136.3;1.597;0.161
26;40;1.4;133;1.399;0.178
26;40;1.5;129.9;1.226;0.192
26;40;1.6;127;1.072;0.203
26;40;1.7;124.4;0.929;0.209
26;40;1.8;121.8;0.799;0.221
26;40;1.9;119.5;0.679;0.228
26;40;2;117.3;0.569;0.233
26;40;2.1;115.2;0.471;0.238
26;40;2.2;113.2;0.386;0.243
26;40;2.3;111.3;0.314;0.246
26;40;2.4;109.6;0.255;0.25
26;40;2.5;107.9;0.208;0.253
26;40;3;100.6;0.081;0.263
26;40;4;89.9;0.019;0.273
26;40;5;82.3;0.007;0.279
26;40;10;62.7;0;0.287
26;50;0;264;5;0.01
26;50;0.1;263.4;5;0.01
26;50;0.2;261.4;5;0.01
26;50;0.3;257.5;5;0.01
26;50;0.4;252;5;0.01
26;50;0.5;245.5;5;0.01
26;50;0.6;238.4;5;0.015
26;50;0.7;231.3;5;0.027
26;50;0.8;224.6;5;0.04
26;50;0.9;218.2;4.388;0.058
26;50;1;212.3;3.655;0.086
26;50;1.1;206.7;3.101;0.107
26;50;1.2;201.6;2.661;0.13
26;50;1.3;196.8;2.296;0.15
26;50;1.4;192.3;1.985;0.167
26;50;1.5;188.1;1.71;0.181
26;50;1.6;184.2;1.459;0.193
26;50;1.7;180.5;1.231;0.201
26;50;1.8;177;1.023;0.212
26;50;1.9;173.8;0.834;0.219
26;50;2;170.7;0.669;0.225
26;50;2.1;167.8;0.532;0.231
26;50;2.2;165;0.422;0.235
26;50;2.3;162.4;0.336;0.239
26;50;2.4;159.9;0.268;0.243
26;50;2.5;157.6;0.216;0.246
26;50;3;147.3;0.083;0.258
26;50;4;132.1;0.02;0.27
26;50;5;121.3;0.007;0.276
26;50;10;93.1;0;0.286
26;60;0;335.2;5;0.01
26;60;0.1;334.6;5;0.01
26;60;0.2;332.6;5;0.01
26;60;0.3;328.7;5;0.01
26;60;0.4;323.2;5;0.01
26;60;0.5;316.7;5;0.01
26;60;0.6;309.1;5;0.01
26;60;0.7;301.1;5;0.014
26;60;0.8;293;5;0.026
26;60;0.9;285.3;5;0.044
26;60;1;278;5;0.071
26;60;1.1;271;5;0.093
26;60;1.2;264.5;4.515;0.117
26;60;1.3;258.5;3.813;0.138
26;60;1.4;252.7;3.2;0.155
26;60;1.5;247.4;2.647;0.17
26;60;1.6;242.3;2.137;0.183
26;60;1.7;237.6;1.687;0.192
26;60;1.8;233.1;1.303;0.202
26;60;1.9;228.9;0.995;0.21
26;60;2;225;0.758;0.217
26;60;2.1;221.2;0.581;0.222
26;60;2.2;217.6;0.449;0.228
26;60;2.3;214.2;0.351;0.232
26;60;2.4;211;0.278;0.236
26;60;2.5;208;0.222;0.239
26;60;3;194.6;0.084;0.252
26;60;4;174.8;0.02;0.266
26;60;5;160.6;0.007;0.273
26;60;10;123.6;0;0.285
26;70;0;406.4;5;0.01
26;70;0.1;405.8;5;0.01
26;70;0.2;403.8;5;0.01
26;70;0.3;399.9;5;0.01
26;70;0.4;394.4;5;0.01
26;70;0.5;387.9;5;0.01
26;70;0.6;380.3;5;0.01
26;70;0.7;371.8;5;0.01
26;70;0.8;362.8;5;0.014
26;70;0.9;353.8;5;0.03
26;70;1;345;5;0.055
26;70;1.1;336.7;5;0.08
26;70;1.2;328.9;5;0.104
26;70;1.3;321.4;5;0.125
26;70;1.4;314.4;5;0.143
26;70;1.5;307.8;4.385;0.159
26;70;1.6;301.6;3.028;0.172
26;70;1.7;295.8;2.115;0.182
26;70;1.8;290.3;1.503;0.192
26;70;1.9;285.1;1.09;0.201
26;70;2;280.1;0.805;0.208
26;70;2.1;275.5;0.606;0.214
26;70;2.2;271;0.463;0.219
26;70;2.3;266.8;0.36;0.224
26;70;2.4;262.8;0.283;0.228
26;70;2.5;259;0.226;0.232
26;70;3;242.4;0.085;0.246
26;70;4;217.8;0.02;0.262
26;70;5;200.1;0.007;0.27
26;70;10;154.2;0;0.284
26;80;0;457.2;5;0.01
26;80;0.1;456.6;5;0.01
26;80;0.2;454.6;5;0.01
26;80;0.3;450.7;5;0.01
26;80;0.4;445.2;5;0.01
26;80;0.5;438.7;5;0.01
26;80;0.6;431.1;5;0.01
26;80;0.7;422.6;5;0.01
26;80;0.8;413.1;5;0.01
26;80;0.9;403.2;5;0.014
26;80;1;392.9;5;0.035
26;80;1.1;382.6;5;0.06
26;80;1.2;372.8;5;0.085
26;80;1.3;363.5;5;0.108
26;80;1.4;354.8;5;0.128
26;80;1.5;346.7;5;0.145
26;80;1.6;339.1;3.852;0.159
26;80;1.7;332;2.61;0.172
26;80;1.8;325.4;1.817;0.182
26;80;1.9;319.2;1.297;0.192
26;80;2;313.4;0.946;0.199
26;80;2.1;307.9;0.704;0.206
26;80;2.2;302.7;0.533;0.212
26;80;2.3;297.8;0.411;0.218
26;80;2.4;293.2;0.321;0.222
26;80;2.5;288.8;0.254;0.227
26;80;3;269.7;0.093;0.242
26;80;4;241.7;0.021;0.259
26;80;5;221.8;0.007;0.268
26;80;10;170.6;0;0.283
26;90;0;487.6;5;0.01
26;90;0.1;487;5;0.01
26;90;0.2;485;5;0.01
26;90;0.3;481.1;5;0.01
26;90;0.4;475.6;5;0.01
26;90;0.5;469.1;5;0.01
26;90;0.6;461.5;5;0.01
26;90;0.7;453;5;0.01
26;90;0.8;443.5;5;0.01
26;90;0.9;433.1;5;0.01
26;90;1;421.8;5;0.014
26;90;1.1;409.5;5;0.035
26;90;1.2;397.2;5;0.06
26;90;1.3;385.4;5;0.085
26;90;1.4;374.4;5;0.108
26;90;1.5;364.3;5;0.128
26;90;1.6;355;5;0.145
26;90;1.7;346.5;3.852;0.159
26;90;1.8;338.6;2.61;0.172
26;90;1.9;331.4;1.817;0.182
26;90;2;324.6;1.297;0.192
26;90;2.1;318.4;0.946;0.199
26;90;2.2;312.5;0.704;0.206
26;90;2.3;307;0.533;0.212
26;90;2.4;301.8;0.411;0.218
26;90;2.5;296.9;0.321;0.222
26;90;3;276.1;0.111;0.24
26;90;4;246.3;0.024;0.258
26;90;5;225.5;0.008;0.268
26;90;10;172.6;0;0.283
26;100;0;518;5;0.01
26;100;0.1;517.4;5;0.01
26;100;0.2;515.4;5;0.01
26;100;0.3;511.5;5;0.01
26;100;0.4;506;5;0.01
26;100;0.5;499.5;5;0.01
26;100;0.6;491.9;5;0.01
26;100;0.7;483.4;5;0.01
26;100;0.8;473.9;5;0.01
26;100;0.9;463.5;5;0.01
26;100;1;451.8;5;0.01
26;100;1.1;438.5;5;0.014
26;100;1.2;424.1;5;0.035
26;100;1.3;409.8;5;0.06
26;100;1.4;396.3;5;0.085
26;100;1.5;383.9;5;0.108
26;100;1.6;372.6;5;0.128
26;100;1.7;362.4;5;0.145
26;100;1.8;353.1;3.852;0.159
26;100;1.9;344.6;2.61;0.172
26;100;2;336.8;1.817;0.182
26;100;2.1;329.6;1.297;0.192
26;100;2.2;322.9;0.946;0.199
26;100;2.3;316.7;0.704;0.206
26;100;2.4;311;0.533;0.212
26;100;2.5;305.6;0.411;0.218
26;100;3;282.8;0.135;0.237
26;100;4;251;0.027;0.257
26;100;5;229.2;0.009;0.267
26;100;10;174.8;0;0.283
27;10;0;61.6;5;0.01
27;10;0.1;61;5;0.01
27;10;0.2;59.8;5;0.018
27;10;0.3;58.7;5;0.028
27;10;0.4;57.7;3.421;0.034
27;10;0.5;56.7;2.168;0.034
27;10;0.6;55.9;1.318;0.038
27;10;0.7;55.1;0.921;0.037
27;10;0.8;54.4;0.697;0.04
27;10;0.9;53.8;0.553;0.042
27;10;1;53.2;0.453;0.044
27;10;1.1;52.6;0.38;0.046
27;10;1.2;52.1;0.325;0.049
27;10;1.3;51.6;0.282;0.05
27;10;1.4;51.2;0.247;0.053
27;10;1.5;50.8;0.219;0.055
27;10;1.6;50.4;0.195;0.057
27;10;1.7;50;0.175;0.059
27;10;1.8;49.6;0.158;0.061
27;10;1.9;49.3;0.144;0.063
27;10;2;49;0.131;0.065
27;10;2.1;48.7;0.12;0.067
27;10;2.2;48.4;0.11;0.069
27;10;2.3;48.1;0.102;0.071
27;10;2.4;47.8;0.094;0.072
27;10;2.5;47.6;0.087;0.074
27;10;3;46.4;0.062;0.081
27;10;4;44.6;0.034;0.094
27;10;5;43.2;0.021;0.104
27;10;10;39.1;0.001;0.135
27;20;0;123.2;5;0.01
27;20;0.1;122.6;5;0.01
27;20;0.2;120.8;5;0.01
27;20;0.3;118.5;5;0.017
27;20;0.4;116.4;5;0.023
27;20;0.5;114.4;3.116;0.025
27;20;0.6;112.6;1.752;0.029
27;20;0.7;111;1.177;0.03
27;20;0.8;109.5;0.867;0.033
27;20;0.9;108.2;0.675;0.035
27;20;1;106.9;0.545;0.038
27;20;1.1;105.8;0.453;0.041
27;20;1.2;104.7;0.383;0.044
27;20;1.3;103.7;0.33;0.045
27;20;1.4;102.8;0.287;0.049
27;20;1.5;101.9;0.253;0.051
27;20;1.6;101.1;0.224;0.053
27;20;1.7;100.3;0.201;0.056
27;20;1.8;99.6;0.181;0.058
27;20;1.9;98.9;0.163;0.06
27;20;2;98.3;0.148;0.062
27;20;2.1;97.6;0.136;0.064
27;20;2.2;97;0.124;0.066
27;20;2.3;96.5;0.114;0.068
27;20;2.4;95.9;0.105;0.07
27;20;2.5;95.4;0.097;0.071
27;20;3;93;0.068;0.079
27;20;4;89.4;0.038;0.092
27;20;5;86.6;0.022;0.103
27;20;10;78.3;0.002;0.134
27;30;0;184.8;5;0.01
27;30;0.1;184.2;5;0.01
27;30;0.2;182.4;5;0.01
27;30;0.3;179.5;5;0.01
27;30;0.4;176.2;5;0.012
27;30;0.5;173.1;4.892;0.014
27;30;0.6;170.3;2.542;0.019
27;30;0.7;167.7;1.622;0.021
27;30;0.8;165.4;1.153;0.025
27;30;0.9;163.3;0.874;0.028
27;30;1;161.3;0.692;0.032
27;30;1.1;159.5;0.565;0.035
27;30;1.2;157.9;0.472;0.038
27;30;1.3;156.3;0.401;0.041
27;30;1.4;154.9;0.346;0.044
27;30;1.5;153.6;0.301;0.047
27;30;1.6;152.3;0.265;0.049
27;30;1.7;151.1;0.236;0.052
27;30;1.8;150;0.211;0.054
27;30;1.9;148.9;0.19;0.056
27;30;2;147.9;0.171;0.059
27;30;2.1;146.9;0.156;0.061
27;30;2.2;146;0.142;0.063
27;30;2.3;145.1;0.13;0.065
27;30;2.4;144.3;0.12;0.067
27;30;2.5;143.5;0.11;0.069
27;30;3;139.9;0.076;0.077
27;30;4;134.3;0.041;0.091
27;30;5;130;0.024;0.101
27;30;10;117.6;0.002;0.133
27;40;0;238;5;0.01
27;40;0.1;237.4;5;0.01
27;40;0.2;235.6;5;0.01
27;40;0.3;232.7;5;0.01
27;40;0.4;228.8;5;0.01
27;40;0.5;224.9;5;0.01
